"V1","Gene","A_1","B_1","vehicle_1","C_1","A_2","C_2","vehicle_2","C_3","B_2","A_3","B_3","vehicle_3"
18796,"RNA5SP289",12817,4338,8920,9695,16160,7924,13512,7551,6377,9554,3336,13452
18797,"CYCSP12",2333,3736,2030,3909,3306,2747,2648,1759,3558,1804,3305,2928
18798,"ACP2",123,40,60,111,124,78,80,74,33,52,42,86
18799,"SERF1A",1526,2001,776,1806,1752,1241,1105,1662,1090,1141,941,1343
18800,"MAFB",721,1248,409,973,663,848,422,557,773,490,758,476
18801,"TMEM155",198,302,270,306,271,151,128,142,146,227,222,82
18802,"LRRC29",358,250,248,349,612,297,292,249,319,355,165,286
18803,"SALL4P1",2,0,0,4,10,1,1,1,1,4,0,4
18804,"SCTR",2215,830,1808,1526,2538,1330,2187,1713,1218,1744,623,2079
18805,"RNA5SP263",905,680,462,508,1088,449,455,467,671,805,594,540
18806,"MAFA",1481,584,1050,1471,1989,860,1377,645,733,1226,597,1377
18807,"OR7E116P",1,0,0,0,0,0,0,0,0,0,0,0
18808,"OR52X1P",1,0,0,1,0,0,0,0,0,0,0,0
18809,"SOD1",1,0,0,0,0,0,0,0,0,0,0,0
18810,"RN7SL226P",1159,1714,974,1075,1866,809,755,665,1360,1272,1107,643
18811,"RNA5SP397",1320,1484,895,807,1701,723,1274,494,1120,1525,1016,1119
18812,"ACTR3P2",1091,2073,459,1496,1017,1292,574,976,1096,738,1109,570
18813,"OR2U1P",458,46,373,430,463,308,540,396,99,400,60,427
18814,"LDHAP1",532,288,298,557,763,347,538,353,377,468,253,409
18815,"RNU6-600P",425,336,417,488,559,385,567,932,490,478,427,390
18816,"ARMC8",2467,779,1334,2420,3558,1792,1330,1594,1265,1742,741,1563
18817,"PNISR",917,268,922,776,1217,542,919,915,478,797,435,896
18818,"KRT18P64",0,1,0,0,0,0,0,0,0,0,0,0
18819,"MYO18B",1,5,3,0,7,0,13,0,1,15,5,8
18820,"ZCCHC2",1078,590,917,681,1069,672,885,645,741,940,418,868
18821,"MIR1537",0,0,0,0,0,0,0,0,0,0,0,0
18822,"ONECUT1",0,0,1,2,0,0,0,0,2,0,0,1
18823,"RNA5SP97",0,0,0,0,0,0,0,0,0,0,0,0
18824,"RNA5SP159",0,0,0,0,0,0,0,0,2,0,0,0
18825,"PSG2",2799,969,2392,2228,3895,2085,2290,1231,1290,1840,710,2384
18826,"IGHV3OR16-11",4,27,0,0,7,9,2,2,6,1,8,2
18827,"THOC6",6861,7183,6061,5121,8654,4629,5312,5301,5490,6036,4311,6336
18828,"SMOX",2689,1510,2312,2622,3564,2032,2305,1717,1416,2292,1225,2279
18829,"EEF1A1P14",0,0,0,0,0,0,0,0,0,0,2,0
18830,"HLA-DRB1",79,67,234,224,101,134,224,188,77,108,39,187
18831,"CHI3L1",377,140,286,508,514,310,230,376,242,299,155,260
18832,"RNU6-604P",0,0,0,0,1,0,0,0,0,0,0,0
18833,"DDX18P1",0,0,0,0,0,0,0,0,0,0,0,0
18834,"RN7SL537P",11,0,15,11,6,17,11,2,0,6,7,6
18835,"MGAT4C",30,79,9,37,46,52,7,11,67,22,10,6
18836,"AKAP11",4,0,3,0,9,2,1,5,5,3,0,0
18837,"CLGN",328,246,138,312,491,162,271,300,244,331,225,270
18838,"THA1P",1351,1632,788,1165,1631,587,795,836,1069,1282,1123,725
18839,"DENR",1909,708,1491,1597,2963,1124,2564,932,1123,1937,741,1888
18840,"UTS2B",902,794,701,853,924,596,707,586,506,649,479,636
18841,"RNU7-101P",16,17,12,8,15,13,2,7,1,10,11,18
18842,"SNCG",1614,716,928,1242,2010,886,1220,799,925,1230,532,1266
18843,"CYP2C59P",432,680,474,295,409,380,400,325,524,458,633,332
18844,"RPL21P11",112,99,29,61,115,56,55,14,45,91,38,65
18845,"MIR30C1",1493,1142,1055,1606,1756,1097,1154,1317,1032,893,861,1001
18846,"RNU6-978P",1662,142,1488,1243,1508,1023,1746,1420,433,1030,104,1488
18847,"BAZ1B",587,340,386,428,617,369,305,347,362,542,275,336
18848,"LINC00407",0,0,0,0,0,0,0,0,0,0,0,0
18849,"GPAM",2568,778,1795,2304,3062,1646,2527,1151,893,1809,600,2493
18850,"MIR526A2",8134,2853,5711,6734,10023,5103,7537,3823,3058,5575,2117,7032
18851,"RNU6-1235P",2347,1935,1382,1514,3574,1564,1367,1101,1995,2074,1291,1413
18852,"AIRN",6,8,3,8,17,8,0,4,8,7,9,1
18853,"SNORD67",1468,2497,426,981,1423,716,483,531,1650,1300,1656,598
18854,"MMP28",56,11,50,41,43,20,30,27,15,42,15,24
18855,"SLC17A1",8223,8430,3406,6337,11688,5918,4406,4660,8238,6616,6504,4868
18856,"KIAA1683",1285,1088,854,1301,2300,1104,1319,965,1688,1291,1286,1533
18857,"EMP3",1,5,0,4,3,1,0,0,5,2,6,0
18858,"KCNA6",61,51,125,57,94,87,120,59,58,71,59,100
18859,"FERMT1",0,0,0,0,0,0,1,0,0,0,0,0
18860,"KRT18P27",0,0,0,0,0,0,0,0,0,0,0,0
18861,"RIMS1",124,77,98,124,171,169,86,106,119,57,56,94
18862,"RNU6-943P",187,118,80,95,192,56,101,50,112,111,85,104
18863,"PSG10P",3279,3050,2879,3025,5008,2847,3558,3471,2861,2880,2824,2735
18864,"F2RL3",544,397,496,516,739,398,446,423,471,627,378,426
18865,"MT2A",13848,9091,11705,14415,21408,9293,13452,12376,12054,10233,7677,13203
18866,"TSPY18P",809,770,697,541,1114,383,593,564,611,873,663,593
18867,"RPL37AP1",22352,12924,17227,16945,31469,13833,16663,13742,15778,17327,11120,16564
18868,"INPP4B",0,0,3,2,0,0,0,0,0,0,0,0
18869,"PNMA1",3,0,1,0,4,0,9,6,1,1,0,1
18870,"SETSIP",44,368,24,71,101,32,42,28,72,39,89,32
18871,"AGAP4",2012,1789,2010,2128,2948,1856,2213,1705,2065,1584,1513,1994
18872,"NQO2",723,356,240,900,594,492,403,716,335,525,254,375
18873,"APOA4",0,0,0,0,0,0,0,0,0,0,0,0
18874,"TEAD4",2875,1525,1539,2157,3689,1938,2435,1694,1862,2016,1405,2492
18875,"LINC00454",12468,7051,6268,15379,23131,11250,8018,7025,7394,8875,4738,10137
18876,"KANSL3",22,55,304,52,25,105,335,21,5,20,5,141
18877,"BMS1P15",19,36,34,19,34,23,24,16,41,23,46,21
18878,"SUMO2P7",22,42,23,11,9,11,15,16,23,15,17,13
18879,"HAPLN4",2,0,0,1,0,1,0,0,0,0,0,0
18880,"OR13A1",0,0,0,0,0,0,1,0,0,0,0,0
18881,"OR7E163P",7,0,5,10,9,1,7,0,0,2,0,1
18882,"CALML4",0,0,5,4,3,4,9,2,0,1,3,2
18883,"GRAMD4P1",271,1463,13,21,539,24,310,2,1225,677,2018,244
18884,"ASS1P5",12,0,21,7,23,24,68,2,5,13,0,46
18885,"SNORD56",55,70,121,182,32,150,99,144,27,33,19,59
18886,"CYB561D1",1,0,0,0,0,0,0,0,0,0,0,0
18887,"OR5BJ1P",0,0,0,0,0,0,0,0,0,0,0,0
18888,"KANSL1",7,1,66,36,15,19,79,6,1,8,2,21
18889,"TBC1D3P2",0,0,0,0,0,0,0,0,0,0,0,0
18890,"MTRNR2L10",0,0,0,0,0,0,0,1,0,0,0,0
18891,"G3BP1",0,0,0,0,0,0,0,0,0,0,0,0
18892,"MIR556",0,0,0,0,0,0,0,0,0,0,0,0
18893,"ITGAD",660,270,750,410,728,483,536,815,284,283,241,390
18894,"CALM2P1",2622,612,1451,3510,3460,2668,3158,1732,915,1684,336,3188
18895,"SURF4",0,22,28,13,14,13,21,13,3,24,43,4
18896,"ACTR3BP4",420,68,292,529,441,351,524,169,104,328,20,560
18897,"SDHB",487,335,187,573,822,409,463,198,342,540,306,513
18898,"INMT-FAM188B",253,118,165,330,312,193,278,67,53,139,94,337
18899,"GEMIN4",0,0,48,34,3,18,30,0,6,0,13,31
18900,"FECH",2,0,15,2,3,1,3,0,0,7,16,2
18901,"GRM2",2,0,6,2,0,2,2,0,0,11,16,2
18902,"RPL34P26",634,160,524,871,930,679,1060,433,204,387,96,1070
18903,"MLANA",1986,416,1472,1975,2414,1842,2598,892,805,1424,289,2482
18904,"AP1AR",49,54,72,14,78,14,34,56,61,85,82,41
18905,"PBX2P1",11,20,18,2,27,0,10,0,4,4,4,4
18906,"QTRT1P1",7,23,27,21,33,10,24,12,32,20,33,15
18907,"NDUFB1P1",99,105,77,95,216,60,45,27,27,68,33,51
18908,"TOMM34",47,22,46,41,98,67,31,28,6,50,43,33
18909,"IL32",0,0,0,1,0,0,0,0,0,2,0,0
18910,"MIR663A",133,52,84,127,167,141,137,84,74,124,42,141
18911,"MYOZ2",124,40,79,159,168,57,121,39,49,74,32,108
18912,"FGF14",33,24,30,14,37,10,34,6,15,30,27,37
18913,"ZNF268",216,92,194,257,278,240,377,106,94,154,64,235
18914,"FAM160B2",132,87,241,113,193,104,210,64,101,133,82,156
18915,"SDIM1",36,60,87,37,70,27,42,34,27,82,47,43
18916,"KALRN",307,159,324,321,354,241,424,214,190,303,158,293
18917,"DLGAP1-AS4",17,21,19,2,16,2,10,6,12,9,11,4
18918,"UGT2B10",9,16,10,9,13,5,3,5,7,14,2,6
18919,"GCK",2049,725,2064,2383,2541,1846,3150,1157,1090,1547,750,2517
18920,"RAB35",43,27,40,11,38,11,43,8,21,41,34,36
18921,"PPP1R13B",69,40,113,38,48,49,63,26,55,42,54,31
18922,"FOXA3",21,22,43,7,39,16,19,3,43,23,36,19
18923,"CCDC42B",398,170,486,387,542,269,722,289,188,325,158,501
18924,"YWHAEP6",272,155,284,220,412,234,517,148,194,346,161,373
18925,"IGKV2D-26",476,134,361,534,625,490,674,158,207,356,114,640
18926,"NDRG1",115,106,154,128,113,120,121,53,65,95,84,100
18927,"RPL31",118,126,99,122,117,93,98,48,87,89,82,22
18928,"MATN2",1721,682,1075,2401,3206,1888,1351,1464,1439,1356,872,1607
18929,"PRKAB1",25,22,46,13,25,30,20,0,27,43,17,19
18930,"CCDC26",48,57,79,33,50,2,9,12,65,46,75,32
18931,"NCAPG2",68,76,83,184,29,191,133,34,56,46,74,59
18932,"TMEM222",330,185,213,497,616,255,256,134,216,279,111,259
18933,"RN7SL575P",106,40,62,66,92,82,71,0,24,64,14,80
18934,"REREP1Y",48,99,132,137,66,77,68,150,52,46,82,31
18935,"KRT8",106,151,158,108,77,109,71,22,128,78,194,59
18936,"SDCCAG3P2",120,93,89,56,74,27,50,82,56,76,115,27
18937,"CTDSP1",1912,822,1042,1956,2062,965,1514,822,596,1269,663,1270
18938,"PSAPL1",10,20,20,17,26,0,7,0,32,12,68,27
18939,"ODF3",926,478,749,1066,1439,835,965,453,392,714,354,843
18940,"TRIM60P9Y",54,80,71,103,117,65,108,37,46,98,90,50
18941,"CALHM2",72,58,68,82,101,46,50,0,26,75,123,52
18942,"CEP290",10,71,27,20,72,5,26,28,24,28,28,20
18943,"PRRG3",34,0,30,47,35,46,26,21,56,47,34,27
18944,"AACSP1",19,25,73,25,29,27,21,7,40,38,62,13
18945,"ACOX3",10,14,5,6,14,2,9,8,6,10,8,9
18946,"INTS4L2",1317,244,813,2571,1933,1780,1154,1119,648,591,221,1211
18947,"RTKN2",33,64,26,12,10,17,2,0,31,27,20,0
18948,"NUS1P1",2,52,65,15,39,0,2,13,47,30,104,18
18949,"FAM230A",1194,754,873,935,1399,772,846,880,870,1002,441,739
18950,"LRFN3",389,269,268,85,560,72,214,116,427,480,405,197
18951,"ARL1",4,2,10,5,7,0,0,0,10,1,7,1
18952,"XRCC1",0,0,0,0,0,0,0,0,0,0,0,0
18953,"PMS2",2571,1517,2377,2565,3249,1719,2041,1178,1706,2280,1237,2139
18954,"LINC01158",0,0,0,2,0,0,0,0,0,0,0,0
18955,"MT-RNR2",818,746,721,744,1242,522,874,1032,796,771,674,770
18956,"NDUFAF4",2981,3411,3775,3020,4157,2437,3075,2335,3698,2360,3522,2512
18957,"ADAM32",3126,2582,3464,3313,3872,2254,2829,2139,2511,2826,1829,2469
18958,"MMP11",965,1070,808,1193,1312,649,1088,841,943,1024,761,833
18959,"RNU6-381P",281,118,250,339,329,245,204,249,133,244,115,262
18960,"MTND3P8",2,0,0,0,4,0,0,0,0,0,0,0
18961,"GPATCH1",781,769,557,599,1000,466,553,456,673,789,613,563
18962,"POLR2H",1467,817,767,1017,2090,811,701,730,996,1127,703,929
18963,"STX18-AS1",0,0,0,0,0,0,0,0,0,0,0,0
18964,"SLIT2-IT1",3746,3580,3131,5901,4671,3880,3851,5378,3350,3588,2835,3995
18965,"NUP133",1100,450,781,827,1414,623,1017,300,322,929,343,944
18966,"FBXL3",4575,2386,2486,3422,5619,2651,3069,2060,2420,3571,1985,2889
18967,"CASP9",8190,2679,4839,5580,9556,5704,5874,9121,3871,4715,2265,5399
18968,"S100A11",5476,4269,2830,3680,8161,2640,2668,2279,3968,5136,4641,2325
18969,"RAB30",0,0,0,0,0,0,0,0,0,0,0,0
18970,"MS4A8",0,0,0,0,0,0,0,0,0,0,0,0
18971,"SYNGR3",7,1,3,0,5,2,4,1,3,0,2,3
18972,"ZNF83",3098,3125,1954,2267,3787,1671,1562,1566,2546,3012,2551,1658
18973,"ERBB2IP",13828,3187,9592,9178,13098,7249,11890,10918,5296,8411,2506,11056
18974,"ZNF528",0,0,0,0,0,0,0,0,0,0,0,0
18975,"MRPL50",9,1,4,3,3,2,8,1,0,0,0,9
18976,"CACNB4",1,0,0,0,0,0,0,0,0,0,0,0
18977,"WNK2",2143,685,1765,2111,2967,1624,1870,1724,1048,1619,669,1620
18978,"RNU6-906P",5,2,14,0,10,5,6,2,4,7,0,8
18979,"RPL21P131",0,0,0,0,0,0,0,0,0,0,0,0
18980,"ZNF786",0,0,0,0,0,0,0,0,0,0,0,0
18981,"COX20P1",0,0,0,0,0,0,0,0,0,0,0,0
18982,"ARL2BPP5",0,0,0,0,1,2,0,1,0,0,0,0
18983,"TUBA4B",2096,1855,1306,1629,2323,1066,1821,676,1469,1629,1017,1857
18984,"RNU6-767P",1254,532,817,1021,1631,759,1073,491,554,756,419,969
18985,"KRTAP15-1",557,768,701,937,1017,522,520,578,525,585,597,489
18986,"TMEM182",3801,1644,2462,4189,4965,2925,3958,2096,2213,2261,1317,4232
18987,"RN7SL459P",2947,1452,2272,2219,3641,1511,2422,1421,1483,2190,1244,2184
18988,"OR10D5P",115,125,125,147,216,113,128,123,131,96,102,97
18989,"TMEM5",1,6,2,0,11,10,0,1,5,0,3,1
18990,"TAAR9",38,1,22,22,68,25,17,10,10,5,7,6
18991,"ABCB5",51,117,40,61,76,36,15,34,146,37,146,12
18992,"APAF1",11,49,21,17,23,1,0,16,31,45,46,5
18993,"GAPDHP25",133,22,210,158,394,327,99,220,94,37,16,95
18994,"U2AF1",3,0,0,2,0,2,0,0,0,1,0,0
18995,"MIR5680",79,38,1273,1356,118,660,2622,162,165,46,467,1906
18996,"HNRNPCP7",0,0,0,0,0,0,3,3,0,7,0,6
18997,"FBXO31",78,56,144,142,142,125,67,35,116,69,96,59
18998,"LINC00626",93,11,102,69,64,12,48,74,29,76,33,117
18999,"FOSB",358,146,251,438,466,313,310,206,282,227,107,358
19000,"FTH1P1",2778,2353,1553,2298,3145,1563,2092,1788,2201,2411,1716,2213
19001,"CLUHP5",0,0,0,11,0,9,1,0,0,0,0,5
19002,"NDUFA6",1583,479,1449,1195,1971,1177,1460,954,1033,1167,626,1492
19003,"MTCO3P2",11103,3354,3885,10670,14954,7162,7856,6832,4950,7493,2655,7919
19004,"HEATR5A",413,293,379,286,580,189,506,231,316,400,219,404
19005,"IZUMO4",4503,2037,2636,3728,6453,2965,3443,2670,2342,3057,1819,3874
19006,"NDUFAF4P3",3,1,7,5,0,3,1,4,2,5,3,6
19007,"PRKRIR",0,0,0,0,0,0,0,0,0,0,0,0
19008,"MAGT1",2454,1893,1945,2629,2871,1757,2422,2233,2023,1742,1521,2936
19009,"NAT8L",5088,2382,4645,4879,6332,4024,4938,3951,3717,3732,2459,4853
19010,"CASQ1",0,0,0,0,0,0,0,0,0,0,0,0
19011,"MIR2355",0,0,0,0,0,0,0,0,0,0,0,0
19012,"KIAA1211",1912,643,1294,1464,2489,1322,1608,1332,811,1305,475,1197
19013,"HSD3BP1",2884,1226,2193,2346,3716,1836,3123,1385,1265,1951,881,3364
19014,"PPP1R12A",1,0,0,0,1,0,0,3,2,0,0,0
19015,"TBC1D29",2841,1932,2413,2746,3465,2433,2652,2406,2246,2149,1703,2204
19016,"CCDC77",455,378,587,679,476,498,778,708,396,369,372,642
19017,"CYP2F1",20225,5869,5337,10948,26810,8279,7431,9056,9471,15592,8700,7532
19018,"PCDH9-AS3",58,77,26,43,61,38,51,43,83,78,95,67
19019,"MIR4784",2209,1297,2942,2321,2672,2107,3018,2725,1477,1694,1402,2228
19020,"SCML2P1",5349,5387,3338,4508,6143,2869,4077,4279,3903,3958,3395,3913
19021,"SLC25A35",6169,2413,3235,5352,8330,3902,4060,2737,3224,3962,1983,4251
19022,"RERE",662,490,583,535,851,455,492,396,626,573,425,553
19023,"MRPS16P2",1338,597,933,1021,1706,1115,1182,682,801,1051,520,1109
19024,"FCF1P1",0,0,0,0,0,0,0,0,0,0,0,0
19025,"RN7SKP113",2194,1669,1671,2128,2816,1590,2145,2813,1810,1746,1472,2118
19026,"PAEP",0,0,0,0,1,0,0,1,0,0,0,1
19027,"MTND4P18",2,0,0,3,1,0,0,0,0,0,0,0
19028,"GFRA1",8,30,21,7,18,5,2,4,28,14,21,7
19029,"LINC00954",0,4,0,0,1,0,0,0,0,0,0,4
19030,"RNU6-806P",3,5,0,0,1,1,0,4,2,4,0,0
19031,"C1orf229",1,0,1,0,0,0,0,0,1,0,0,0
19032,"MT-CO1",3941,2828,2886,2912,4488,2219,2410,2062,3253,2640,2484,2783
19033,"NR2C2AP",705,401,713,585,933,427,499,260,422,486,254,407
19034,"DHX9",18,3,7,5,13,3,13,2,3,5,0,13
19035,"FABP7P1",1512,575,872,1475,1796,1027,1223,914,741,948,515,1221
19036,"SLC2A11",27,37,3,18,39,19,16,19,22,13,30,12
19037,"OR5W1P",4,3,23,0,9,9,8,4,5,12,5,6
19038,"MIR138-1",22,1,37,33,80,18,38,5,12,26,0,26
19039,"KATNBL1P1",3,1,11,15,5,11,20,9,5,2,0,2
19040,"HTR3B",0,0,0,4,0,4,0,0,0,1,0,0
19041,"MIR4789",120,26,73,117,87,80,114,30,58,65,32,96
19042,"EPB41L2",151,163,61,79,179,58,59,34,302,122,217,83
19043,"XAGE2B",6126,1268,3834,3486,9422,2381,4677,1867,2796,5272,1101,5019
19044,"ZDHHC16",42,90,40,39,65,27,43,40,48,42,63,33
19045,"HSPB9",383,280,430,310,895,284,660,240,408,448,308,446
19046,"CLDN7",5508,2380,4424,3614,8888,3031,4730,3502,3516,5043,2152,4454
19047,"ZNF92P2",207,99,101,147,231,112,163,85,88,161,67,158
19048,"OR6C71P",20,51,47,35,38,8,17,32,56,50,36,22
19049,"ARHGDIB",66,73,52,38,106,52,55,62,32,87,22,51
19050,"CHD3",0,0,0,0,0,0,4,0,0,0,0,0
19051,"SPATA31D5P",720,600,621,805,982,692,794,723,591,647,522,755
19052,"MRPS5",13,2,4,3,7,8,10,9,8,11,9,2
19053,"DPPA2P2",0,0,0,0,0,0,0,0,0,0,0,0
19054,"PLEKHG7",3966,4845,3201,3107,6246,2410,3139,2747,4037,4993,4691,2347
19055,"RPL36AP33",10,30,8,11,21,2,10,16,24,15,12,16
19056,"RPS10P27",634,351,484,667,995,446,427,340,432,495,316,479
19057,"CCDC180",6,2,11,2,4,0,9,1,0,7,0,9
19058,"ATG4A",168,197,158,132,242,160,137,115,163,102,93,121
19059,"LARGE-AS1",437,220,582,928,316,455,841,251,406,128,251,911
19060,"LRRTM1",582,1073,612,1031,1311,871,421,840,867,612,866,425
19061,"SLC6A3",3495,1567,3936,3362,6374,3216,2857,2401,2289,2419,897,3806
19062,"ARF4P3",1377,233,938,1468,2187,1290,1148,925,542,980,175,1403
19063,"OR4K4P",107,17,34,86,163,31,185,43,40,169,31,163
19064,"NPM1P35",0,0,4,0,5,7,1,3,5,2,0,7
19065,"PKD2",5,2,1,2,2,0,16,5,5,3,3,2
19066,"TNFSF12",27,12,63,52,63,48,111,45,12,49,4,66
19067,"ANKRD36BP2",6951,4323,5793,6708,8373,5109,6072,6715,5592,5794,3990,5986
19068,"WBP4",1,0,0,0,1,0,0,1,0,2,2,0
19069,"RNU6-469P",3861,2623,2987,3291,4785,2717,4006,3623,2982,3646,2412,3578
19070,"MTND6P13",1953,748,1441,1887,2603,1427,1696,1639,1035,1402,732,1514
19071,"ALDOAP2",5,2,0,0,1,0,0,1,5,4,1,1
19072,"MTND5P23",55691,45581,55400,47354,111679,53509,56911,66888,49896,52402,39325,54933
19073,"AP5Z1",138,146,164,141,203,173,102,155,172,143,139,140
19074,"MIR548F1",0,0,0,0,0,0,0,0,0,0,0,0
19075,"NHS-AS1",17046,9981,13995,14316,43710,20558,19747,20363,11885,15017,8756,22965
19076,"DQX1",1737,726,1276,1202,2048,1465,1253,1710,891,1092,565,1340
19077,"SIGLEC14",20364,6219,13741,15468,36605,17795,17308,19626,8257,13222,5563,19744
19078,"MEX3D",1781,774,892,1624,2389,966,1321,930,748,1395,612,1170
19079,"OR4D2",0,1,0,0,0,0,0,0,0,0,0,0
19080,"SIGLEC1",1649,352,2021,1534,2719,2080,977,872,698,626,294,1043
19081,"F5",2325,2133,710,1188,2697,631,1698,1231,1676,2316,1696,1465
19082,"RPL13P6",1047,343,535,913,1569,670,656,555,607,669,381,684
19083,"RN7SKP115",242,36,144,656,144,297,91,220,23,115,22,98
19084,"SPRED1",7085,3468,3677,4418,8666,4399,3235,6241,4160,4621,3664,3664
19085,"RPL37P25",0,0,1,4,3,1,0,4,0,1,0,1
19086,"MIR133A1",0,0,0,0,0,0,0,0,0,0,0,0
19087,"RNU6-624P",0,0,0,0,0,0,0,0,0,0,0,0
19088,"CORO1A",10,8,0,2,6,0,4,0,9,7,4,6
19089,"SPP1",318,144,290,288,348,324,227,193,284,175,113,285
19090,"C21orf33",4105,1295,1651,3260,6297,1918,2082,2452,2454,2986,1643,2757
19091,"RPS2P7",4,11,9,32,11,6,2,11,42,3,0,6
19092,"RNU6-384P",5046,1724,2270,4737,7739,3516,2997,2772,2638,3373,1972,3732
19093,"MIR4466",742,721,1324,1098,1158,1049,1013,642,970,455,709,956
19094,"RNU6-673P",2730,1105,1152,1896,3275,1218,1260,985,1177,1882,1110,1352
19095,"MIR608",370,138,270,528,533,347,467,197,166,211,100,501
19096,"LINC01047",5115,1878,2714,4984,6374,3250,3599,2066,2531,3463,1442,4307
19097,"MUC19",4,0,2,2,11,0,7,18,3,12,2,1
19098,"C3orf20",2956,1273,1063,2373,4115,1888,1735,577,1393,2018,905,2169
19099,"RPL5P2",2262,1101,1839,1781,2783,1570,2348,2095,1354,1532,1106,1866
19100,"MIR4420",6244,2524,4229,5667,7960,4377,5501,3254,3025,4107,2018,5351
19101,"PWRN4",1222,399,714,1045,1426,643,832,587,512,792,227,763
19102,"WWP1",360,163,427,367,348,305,516,463,194,257,121,410
19103,"GYS1",655,263,332,513,799,491,417,385,304,428,163,486
19104,"GHRL",1,3,12,6,2,0,1,7,0,7,0,6
19105,"LINC00316",0,0,0,0,0,2,0,0,0,0,0,0
19106,"NT5C1B",18533,10400,10528,15887,25430,12554,14954,10449,13117,14037,8223,16353
19107,"TBC1D5",1306,2570,1342,836,1797,590,547,469,1945,1654,1726,686
19108,"DEFB118",3407,3629,2532,3730,5084,2955,2650,3258,3254,2575,2335,2864
19109,"SORBS1",1152,521,1730,1492,1886,1298,1441,1686,860,799,383,1658
19110,"NPIPA2",0,0,0,0,0,1,0,0,0,0,0,0
19111,"TEX36",3789,3926,3118,3054,5157,2418,4363,3699,3298,3460,4013,3363
19112,"ACBD6",2877,226,1367,1309,2271,1316,1471,649,517,1413,361,1680
19113,"GSTP1",0,0,0,0,0,0,0,0,0,1,0,0
19114,"RN7SKP89",550,249,1023,755,844,618,741,412,403,446,190,690
19115,"KRTAP19-6",38,16,87,67,87,45,51,38,33,18,22,43
19116,"TMPRSS5",643,302,333,721,889,610,675,357,219,422,158,586
19117,"SYNPO2",0,0,0,0,0,0,0,0,0,0,0,0
19118,"MTRNR2L5",7,11,11,1,15,0,11,12,5,11,11,2
19119,"COX6A2",1,27,0,249,5,13,0,39,12,6,15,2
19120,"GOLGA6L20",4,0,1,0,0,0,0,0,0,0,3,0
19121,"RNU7-158P",4,0,0,0,0,0,0,0,0,0,3,0
19122,"MYO1G",409,414,176,539,669,269,73,358,461,366,590,187
19123,"MYNN",5,11,6,3,16,0,2,4,5,7,26,6
19124,"OSER1-AS1",1,6,13,4,0,11,11,16,0,2,1,7
19125,"ANXA7",10179,8682,6290,15008,15199,8651,7361,10160,8943,7998,6125,7282
19126,"ZNF691",985,743,526,658,1343,472,580,234,470,857,385,668
19127,"MIR5008",46,38,165,53,86,45,44,51,91,47,40,51
19128,"RNA5SP41",32799,25790,23480,27473,46288,21007,28781,29728,29919,27730,25137,25691
19129,"RNU5A-7P",0,0,0,0,0,0,0,0,0,0,0,0
19130,"BMPR1A",6,2,1,2,6,2,1,4,12,5,0,3
19131,"WDR18",1,0,0,5,0,0,3,0,0,0,0,1
19132,"NPAT",0,0,0,0,0,0,0,2,0,0,0,0
19133,"EXO5",470,326,483,373,780,382,446,429,461,481,236,429
19134,"SPANXB1",4288,2528,2929,3289,5837,2542,4509,3724,2893,3555,2633,3849
19135,"RNU7-36P",4571,448,11168,2099,3801,5985,9639,3797,802,3060,922,6366
19136,"TMTC1",211,48,144,253,422,163,140,98,66,111,36,177
19137,"CDC37",1334,1105,896,1559,2020,842,1243,935,1004,1195,730,1175
19138,"RNA5SP427",9,9,15,10,37,22,10,19,10,23,7,8
19139,"SLC16A13",792,347,522,779,949,672,573,567,575,493,373,674
19140,"FLNB-AS1",964,277,679,883,1522,842,853,781,460,603,248,942
19141,"TBC1D3P4",2941,2629,3585,3085,4104,2433,3770,3141,2845,2571,2413,3192
19142,"HNRNPCP2",1169,732,965,1238,1571,1003,1175,925,919,744,873,1219
19143,"FCRL1",0,0,1,0,0,0,0,0,0,0,0,0
19144,"RNU7-115P",1967,934,1348,1937,2226,1732,1863,1510,1623,1532,1068,2057
19145,"CCL5",313,584,500,595,746,541,346,315,334,266,357,338
19146,"AOC1",1098,373,953,963,1408,894,950,495,632,927,388,974
19147,"HDDC3",305,198,166,587,431,342,200,133,179,184,89,256
19148,"AAR2",19859,6313,11165,16001,24413,15817,9453,12416,10620,10664,5918,10692
19149,"FDXACB1",5546,2877,5266,4582,7519,4145,4339,5513,3578,3967,2621,5416
19150,"RNY1P5",1,0,0,0,0,0,0,0,0,0,1,0
19151,"RMRPP2",0,0,0,0,1,0,0,2,0,2,0,2
19152,"ETF1P2",2092,2054,1817,1634,2327,1370,1997,2420,1974,1693,2116,1827
19153,"MAPK10",1081,776,706,796,1150,618,848,762,687,893,593,836
19154,"OR12D2",481,272,397,450,644,477,530,523,240,353,283,477
19155,"CLOCK",1212,607,557,1098,1379,716,837,628,574,797,407,898
19156,"MRPL12",1037,795,1038,1223,1193,984,1294,862,1135,877,1206,1332
19157,"PSMC1P2",2454,1733,731,1495,2491,1092,889,1198,1775,1986,1506,974
19158,"TMLHE",2166,1413,1193,1810,2758,1198,1286,1340,1527,1892,1347,1275
19159,"RPL21P41",179,124,124,153,157,149,141,121,202,119,273,168
19160,"TRAJ45",194,130,137,207,284,159,192,179,129,200,76,190
19161,"MIR3680-2",0,0,0,0,0,0,0,0,0,0,0,0
