,model_name,agent,TGI,tumor_type
1119,CTG-0780,Paclitaxel,123,Pancreatic
1120,CTG-0781,Carboplatin,117,Ovarian
1121,CTG-0781,Carboplatin,139,Ovarian
1122,CTG-0781,Carboplatin,161,Ovarian
1123,CTG-0781,Paclitaxel,117,Ovarian
1124,CTG-0781,Paclitaxel,139,Ovarian
1125,CTG-0781,Paclitaxel,161,Ovarian
1126,CTG-0781,Cyclophosphamide,53,Ovarian
1127,CTG-0781,Cyclophosphamide,75,Ovarian
1128,CTG-0781,Doxorubicin,38,Ovarian
1129,CTG-0781,Doxorubicin,46,Ovarian
1130,CTG-0781,Doxorubicin,95,Ovarian
1131,CTG-0781,Gemcitabine,44,Ovarian
1132,CTG-0781,Gemcitabine,66,Ovarian
1133,CTG-0781,Gemcitabine,118,Ovarian
1134,CTG-0781,Lapatinib,-193,Ovarian
1135,CTG-0781,Lapatinib,29,Ovarian
1136,CTG-0784,Trastuzumab,51,Colorectal
1137,CTG-0785,Cyclophosphamide,102,Sarcoma
1138,CTG-0785,Cyclophosphamide,100,Sarcoma
1139,CTG-0785,Topotecan,100,Sarcoma
1140,CTG-0785,Bevacizumab,100,Sarcoma
1141,CTG-0785,Cyclophosphamide,100,Sarcoma
1142,CTG-0785,Topotecan,100,Sarcoma
1143,CTG-0785,Doxorubicin,-9,Sarcoma
1144,CTG-0785,Doxorubicin,35,Sarcoma
1145,CTG-0785,Evofosfamide,-166,Sarcoma
1146,CTG-0785,Evofosfamide,11,Sarcoma
1147,CTG-0785,Evofosfamide,25,Sarcoma
1148,CTG-0785,Evofosfamide,1,Sarcoma
1149,CTG-0785,Evofosfamide,89,Sarcoma
1150,CTG-0785,Evofosfamide,125,Sarcoma
1151,CTG-0785,Ifosfamide,1,Sarcoma
1152,CTG-0785,Ifosfamide,89,Sarcoma
1153,CTG-0785,Ifosfamide,125,Sarcoma
1154,CTG-0785,Ifosfamide,-8,Sarcoma
1155,CTG-0785,Ifosfamide,120,Sarcoma
1156,CTG-0785,Ifosfamide,132,Sarcoma
1157,CTG-0785,Irinotecan,65,Sarcoma
1158,CTG-0785,Temozolomide,65,Sarcoma
1159,CTG-0785,Paclitaxel,113,Sarcoma
1160,CTG-0786,Cetuximab,92,Head and neck
1161,CTG-0786,Cetuximab,118,Head and neck
1162,CTG-0786,Cisplatin,3,Head and neck
1163,CTG-0786,Cisplatin,62,Head and neck
1164,CTG-0786,Cetuximab,93,Head and neck
1165,CTG-0786,Cetuximab,135,Head and neck
1166,CTG-0786,Cisplatin,93,Head and neck
1167,CTG-0786,Cisplatin,135,Head and neck
1168,CTG-0787,Cetuximab,86,Head and neck
1169,CTG-0787,Cetuximab,146,Head and neck
1170,CTG-0787,Cisplatin,63,Head and neck
1171,CTG-0787,Cisplatin,73,Head and neck
1172,CTG-0787,Cisplatin,78,Head and neck
1173,CTG-0787,Cetuximab,99,Head and neck
1174,CTG-0787,Cetuximab,146,Head and neck
1175,CTG-0787,Cisplatin,99,Head and neck
1176,CTG-0787,Cisplatin,146,Head and neck
1177,CTG-0788,Carboplatin,145,Ovarian
1178,CTG-0788,Paclitaxel,145,Ovarian
1179,CTG-0788,Liposomal doxorubicin,162,Ovarian
1180,CTG-0790,Cetuximab,0,Head and neck
1181,CTG-0790,Cetuximab,94,Head and neck
1182,CTG-0790,Cisplatin,31,Head and neck
1183,CTG-0790,Cisplatin,33,Head and neck
1184,CTG-0790,Cisplatin,49,Head and neck
1185,CTG-0790,Cetuximab,52,Head and neck
1186,CTG-0790,Cetuximab,80,Head and neck
1187,CTG-0790,Cisplatin,52,Head and neck
1188,CTG-0790,Cisplatin,80,Head and neck
1189,CTG-0791,Bevacizumab,36,Ovarian
1190,CTG-0791,Carboplatin,17,Ovarian
1191,CTG-0791,Carboplatin,18,Ovarian
1192,CTG-0791,Carboplatin,18,Ovarian
1193,CTG-0791,Carboplatin,33,Ovarian
1194,CTG-0791,Carboplatin,61,Ovarian
1195,CTG-0791,Carboplatin,98,Ovarian
1196,CTG-0791,Docetaxel,98,Ovarian
1197,CTG-0791,Carboplatin,17,Ovarian
1198,CTG-0791,Carboplatin,21,Ovarian
1199,CTG-0791,Carboplatin,52,Ovarian
1200,CTG-0791,Carboplatin,66,Ovarian
1201,CTG-0791,Carboplatin,73,Ovarian
1202,CTG-0791,Carboplatin,81,Ovarian
1203,CTG-0791,Paclitaxel,17,Ovarian
1204,CTG-0791,Paclitaxel,21,Ovarian
1205,CTG-0791,Paclitaxel,52,Ovarian
1206,CTG-0791,Paclitaxel,66,Ovarian
1207,CTG-0791,Paclitaxel,73,Ovarian
1208,CTG-0791,Paclitaxel,81,Ovarian
1209,CTG-0791,Docetaxel,85,Ovarian
1210,CTG-0791,Etoposide,41,Ovarian
1211,CTG-0791,Everolimus,78,Ovarian
1212,CTG-0791,Exemestane,46,Ovarian
1213,CTG-0791,Gemcitabine,39,Ovarian
1214,CTG-0791,Gemcitabine,71,Ovarian
1215,CTG-0791,Liposomal doxorubicin,12,Ovarian
1216,CTG-0791,Liposomal doxorubicin,13,Ovarian
1217,CTG-0791,Mitomycin C,31,Ovarian
1218,CTG-0791,Olaparib,-11,Ovarian
1219,CTG-0791,Olaparib,27,Ovarian
1220,CTG-0791,Olaparib,52,Ovarian
1221,CTG-0791,Paclitaxel,25,Ovarian
1222,CTG-0791,Paclitaxel,31,Ovarian
1223,CTG-0791,Paclitaxel,68,Ovarian
1224,CTG-0791,Paclitaxel,108,Ovarian
1225,CTG-0791,Sunitinib,79,Ovarian
1226,CTG-0791,Temozolomide,2,Ovarian
1227,CTG-0791,Topotecan,100,Ovarian
1228,CTG-0792,Everolimus,108,Pancreatic
1229,CTG-0792,Sunitinib,108,Pancreatic
1230,CTG-0792,Gemcitabine,74,Pancreatic
1231,CTG-0798,Capecitabine,101,Head and neck
1232,CTG-0798,Capecitabine,176,Head and neck
1233,CTG-0798,Lapatinib,101,Head and neck
1234,CTG-0798,Lapatinib,176,Head and neck
1235,CTG-0798,Metformin,101,Head and neck
1236,CTG-0798,Metformin,176,Head and neck
1237,CTG-0798,Cisplatin,-7,Head and neck
1238,CTG-0798,Cisplatin,124,Head and neck
1239,CTG-0798,Gemcitabine,-7,Head and neck
1240,CTG-0798,Gemcitabine,124,Head and neck
1241,CTG-0798,Cyclophosphamide,184,Head and neck
1242,CTG-0798,Docetaxel,184,Head and neck
1243,CTG-0798,Cyclophosphamide,140,Head and neck
1244,CTG-0798,Doxorubicin,140,Head and neck
1245,CTG-0798,Eribulin,207,Head and neck
1246,CTG-0798,Eribulin,242,Head and neck
1247,CTG-0798,Docetaxel,-17,Head and neck
1248,CTG-0798,Gemcitabine,-17,Head and neck
1249,CTG-0798,Bevacizumab,108,Head and neck
1250,CTG-0798,Gemcitabine,108,Head and neck
1251,CTG-0798,Nab-paclitaxel,108,Head and neck
1252,CTG-0798,Sirolimus,20,Head and neck
1253,CTG-0798,Sirolimus,47,Head and neck
1254,CTG-0798,Vorinostat,20,Head and neck
1255,CTG-0798,Vorinostat,47,Head and neck
1256,CTG-0798,Sorafenib,83,Head and neck
1257,CTG-0798,Sunitinib,65,Head and neck
1258,CTG-0798,Temsirolimus,117,Head and neck
1259,CTG-0798,Docetaxel,103,Head and neck
1260,CTG-0798,Vinorelbine,103,Head and neck
1261,CTG-0798,Everolimus,135,Head and neck
1262,CTG-0798,Everolimus,140,Head and neck
1263,CTG-0798,Trastuzumab,135,Head and neck
1264,CTG-0798,Trastuzumab,140,Head and neck
1265,CTG-0798,Vinorelbine,135,Head and neck
1266,CTG-0798,Vinorelbine,140,Head and neck
1267,CTG-0800,Vincristine,-10,Sarcoma
1268,CTG-0800,Cyclophosphamide,104,Sarcoma
1269,CTG-0800,Doxorubicin,104,Sarcoma
1270,CTG-0800,Vincristine,104,Sarcoma
1271,CTG-0804,Axitinib,22,Renal cell carcinoma
1272,CTG-0804,Bevacizumab,92,Renal cell carcinoma
1273,CTG-0804,Dasatinib,-13,Renal cell carcinoma
1274,CTG-0804,Doxorubicin,56,Renal cell carcinoma
1275,CTG-0804,Gemcitabine,56,Renal cell carcinoma
1276,CTG-0804,Imatinib,-1,Renal cell carcinoma
1277,CTG-0804,Pazopanib,40,Renal cell carcinoma
1278,CTG-0804,Sorafenib,91,Renal cell carcinoma
1279,CTG-0804,Sorafenib,40,Renal cell carcinoma
1280,CTG-0804,Sunitinib,40,Renal cell carcinoma
1281,CTG-0804,Sunitinib,64,Renal cell carcinoma
1282,CTG-0804,Temsirolimus,19,Renal cell carcinoma
1283,CTG-0804,Temsirolimus,111,Renal cell carcinoma
1284,CTG-0807,Gemcitabine,58,Breast
1285,CTG-0807,Lapatinib,91,Breast
1286,CTG-0807,Paclitaxel,153,Breast
1287,CTG-0807,Pertuzumab,2,Breast
1288,CTG-0807,Trastuzumab,31,Breast
1289,CTG-0807,Trastuzumab,47,Breast
1290,CTG-0807,Trastuzumab emtansine,22,Breast
1291,CTG-0807,Trastuzumab emtansine,82,Breast
1292,CTG-0816,Cyclophosphamide,92,Sarcoma
1293,CTG-0816,Doxorubicin,55,Sarcoma
1294,CTG-0816,Gemcitabine,0,Sarcoma
1295,CTG-0816,Bevacizumab,162,Sarcoma
1296,CTG-0816,Docetaxel,162,Sarcoma
1297,CTG-0816,Gemcitabine,162,Sarcoma
1298,CTG-0816,Docetaxel,62,Sarcoma
1299,CTG-0816,Gemcitabine,62,Sarcoma
1300,CTG-0816,Pazopanib,62,Sarcoma
1301,CTG-0816,Bevacizumab,122,Sarcoma
1302,CTG-0816,Docetaxel,122,Sarcoma
1303,CTG-0816,Gemcitabine,122,Sarcoma
1304,CTG-0816,Temsirolimus,122,Sarcoma
1305,CTG-0816,Irinotecan,88,Sarcoma
1306,CTG-0816,Irinotecan,98,Sarcoma
1307,CTG-0816,Irinotecan,115,Sarcoma
1308,CTG-0816,Temozolomide,115,Sarcoma
1309,CTG-0816,Paclitaxel,206,Sarcoma
1310,CTG-0816,Pazopanib,47,Sarcoma
1311,CTG-0816,Temozolomide,51,Sarcoma
1312,CTG-0816,Temozolomide,54,Sarcoma
1313,CTG-0816,Temozolomide,163,Sarcoma
1314,CTG-0818,Bleomycin,109,Testicular
1315,CTG-0818,Cisplatin,109,Testicular
1316,CTG-0818,Vincristine,109,Testicular
1317,CTG-0818,Cisplatin,115,Testicular
1318,CTG-0818,Cisplatin,138,Testicular
1319,CTG-0818,Epirubicin,115,Testicular
1320,CTG-0818,Epirubicin,138,Testicular
1321,CTG-0818,Gemcitabine,74,Testicular
1322,CTG-0818,Paclitaxel,74,Testicular
1323,CTG-0818,Ifosfamide,48,Testicular
1324,CTG-0818,Paclitaxel,110,Testicular
1325,CTG-0818,Sunitinib,50,Testicular
1326,CTG-0820,Cetuximab,95,Head and neck
1327,CTG-0820,Cetuximab,118,Head and neck
1328,CTG-0820,Cisplatin,17,Head and neck
1329,CTG-0820,Cisplatin,38,Head and neck
1330,CTG-0820,Cisplatin,46,Head and neck
1331,CTG-0820,Cisplatin,56,Head and neck
1332,CTG-0820,Cetuximab,95,Head and neck
1333,CTG-0820,Cisplatin,95,Head and neck
1334,CTG-0820,Paclitaxel,37,Head and neck
1335,CTG-0824,Bevacizumab,90,Renal cell carcinoma
1336,CTG-0824,Cabozantinib,104,Renal cell carcinoma
1337,CTG-0824,Cabozantinib,104,Renal cell carcinoma
1338,CTG-0824,Sorafenib,85,Renal cell carcinoma
1339,CTG-0824,Sorafenib,116,Renal cell carcinoma
1340,CTG-0824,Sunitinib,42,Renal cell carcinoma
1341,CTG-0824,Sunitinib,48,Renal cell carcinoma
1342,CTG-0824,Sunitinib,57,Renal cell carcinoma
1343,CTG-0824,Temsirolimus,77,Renal cell carcinoma
1344,CTG-0826,5-Fluorouracil,93,Colorectal
1345,CTG-0826,Cetuximab,93,Colorectal
1346,CTG-0826,Irinotecan,93,Colorectal
1347,CTG-0826,Capecitabine,59,Colorectal
1348,CTG-0826,Lapatinib,59,Colorectal
1349,CTG-0826,Cisplatin,79,Colorectal
1350,CTG-0826,Gemcitabine,79,Colorectal
1351,CTG-0826,Eribulin,116,Colorectal
1352,CTG-0826,Everolimus,82,Colorectal
1353,CTG-0826,Sunitinib,82,Colorectal
1354,CTG-0826,Erlotinib,78,Colorectal
1355,CTG-0826,Gemcitabine,78,Colorectal
1356,CTG-0826,Gemcitabine,114,Colorectal
1357,CTG-0826,Irinotecan,114,Colorectal
1358,CTG-0826,Mitomycin C,35,Colorectal
1359,CTG-0826,Paclitaxel,94,Colorectal
1360,CTG-0826,Pazopanib,63,Colorectal
1361,CTG-0826,Regorafenib,77,Colorectal
1362,CTG-0826,Temsirolimus,97,Colorectal
1363,CTG-0826,Docetaxel,134,Colorectal
1364,CTG-0826,Temsirolimus,134,Colorectal
1365,CTG-0827,Ifosfamide,139,ETANTR
1366,CTG-0827,Temsirolimus,40,ETANTR
1367,CTG-0828,Bendamustine,136,NSCLC
1368,CTG-0828,Carboplatin,28,NSCLC
1369,CTG-0828,Paclitaxel,28,NSCLC
1370,CTG-0828,Cisplatin,68,NSCLC
1371,CTG-0835,5-Fluorouracil,62,Colorectal
1372,CTG-0835,5-Fluorouracil,71,Colorectal
1373,CTG-0835,5-Fluorouracil,103,Colorectal
1374,CTG-0835,5-Fluorouracil,92,Colorectal
1375,CTG-0835,Irinotecan,92,Colorectal
1376,CTG-0835,Oxaliplatin,92,Colorectal
1377,CTG-0835,5-Fluorouracil,100,Colorectal
1378,CTG-0835,Bevacizumab,100,Colorectal
1379,CTG-0835,Irinotecan,100,Colorectal
1380,CTG-0835,Oxaliplatin,100,Colorectal
1381,CTG-0835,5-Fluorouracil,106,Colorectal
1382,CTG-0835,Cetuximab,106,Colorectal
1383,CTG-0835,Irinotecan,106,Colorectal
1384,CTG-0835,Oxaliplatin,106,Colorectal
1385,CTG-0835,Aflibercept,128,Colorectal
1386,CTG-0835,Aflibercept,138,Colorectal
1387,CTG-0835,Cetuximab,71,Colorectal
1388,CTG-0835,Cetuximab,107,Colorectal
1389,CTG-0835,Cetuximab,111,Colorectal
1390,CTG-0835,Floxuridine,94,Colorectal
1391,CTG-0835,Floxuridine,98,Colorectal
1392,CTG-0835,Gemcitabine,31,Colorectal
1393,CTG-0835,Mitomycin C,66,Colorectal
1394,CTG-0835,Mitomycin C,102,Colorectal
1395,CTG-0835,Floxuridine,74,Colorectal
1396,CTG-0835,Floxuridine,75,Colorectal
1397,CTG-0835,Floxuridine,93,Colorectal
1398,CTG-0835,Mitomycin C,74,Colorectal
1399,CTG-0835,Mitomycin C,75,Colorectal
1400,CTG-0835,Mitomycin C,93,Colorectal
1401,CTG-0835,Regorafenib,70,Colorectal
1402,CTG-0835,Regorafenib,122,Colorectal
1403,CTG-0835,Temsirolimus,92,Colorectal
1404,CTG-0838,Alectinib,130,NSCLC
1405,CTG-0838,Alectinib,155,NSCLC
1406,CTG-0838,Bortezomib,-7,NSCLC
1407,CTG-0838,Nelfinavir,-7,NSCLC
1408,CTG-0838,Carboplatin,50,NSCLC
1409,CTG-0838,Etoposide,50,NSCLC
1410,CTG-0838,Carboplatin,11,NSCLC
1411,CTG-0838,Carboplatin,55,NSCLC
1412,CTG-0838,Paclitaxel,11,NSCLC
1413,CTG-0838,Paclitaxel,55,NSCLC
1414,CTG-0838,Cisplatin,35,NSCLC
1415,CTG-0838,Cisplatin,38,NSCLC
1416,CTG-0838,Dasatinib,103,NSCLC
1417,CTG-0838,Docetaxel,103,NSCLC
1418,CTG-0838,Eribulin,125,NSCLC
1419,CTG-0838,Erlotinib,44,NSCLC
1420,CTG-0838,Ifosfamide,63,NSCLC
1421,CTG-0838,Mitomycin C,66,NSCLC
1422,CTG-0838,Paclitaxel,76,NSCLC
1423,CTG-0838,Paclitaxel,145,NSCLC
1424,CTG-0838,Paclitaxel,168,NSCLC
1425,CTG-0838,Sorafenib,55,NSCLC
1426,CTG-0838,Temsirolimus,55,NSCLC
1427,CTG-0838,Sunitinib,94,NSCLC
1428,CTG-0838,Celecoxib,60,NSCLC
1429,CTG-0838,Celecoxib,65,NSCLC
1430,CTG-0838,Sunitinib,60,NSCLC
1431,CTG-0838,Sunitinib,65,NSCLC
1432,CTG-0838,Crizotinib,114,NSCLC
1433,CTG-0838,Sunitinib,114,NSCLC
1434,CTG-0838,Docetaxel,127,NSCLC
1435,CTG-0838,Temsirolimus,127,NSCLC
1436,CTG-0838,Trabectedin,58,NSCLC
1437,CTG-0838,Trametinib,57,NSCLC
1438,CTG-0838,Paclitaxel,24,NSCLC
1439,CTG-0838,Vorinostat,24,NSCLC
1440,CTG-0839,Dacarbazine,134,Melanoma
1441,CTG-0840,5-Fluorouracil,134,Head and neck
1442,CTG-0840,Carboplatin,134,Head and neck
1443,CTG-0840,Cetuximab,134,Head and neck
1444,CTG-0840,Cetuximab,68,Head and neck
1445,CTG-0840,Cetuximab,109,Head and neck
1446,CTG-0840,Cetuximab,128,Head and neck
1447,CTG-0840,Cisplatin,-28,Head and neck
1448,CTG-0840,Cisplatin,13,Head and neck
1449,CTG-0840,Cisplatin,16,Head and neck
1450,CTG-0840,Cisplatin,27,Head and neck
1451,CTG-0840,Cetuximab,100,Head and neck
1452,CTG-0840,Cetuximab,108,Head and neck
1453,CTG-0840,Cisplatin,100,Head and neck
1454,CTG-0840,Cisplatin,108,Head and neck
1455,CTG-0840,Cisplatin,120,Head and neck
1456,CTG-0840,Gemcitabine,120,Head and neck
1457,CTG-0840,Docetaxel,125,Head and neck
1458,CTG-0840,Methotrexate,30,Head and neck
1459,CTG-0840,Paclitaxel,110,Head and neck
1460,CTG-0840,Sunitinib,101,Head and neck
1461,CTG-0840,Sunitinib,115,Head and neck
1462,CTG-0840,Temsirolimus,72,Head and neck
1463,CTG-0842,5-Fluorouracil,67,Pancreatic
1464,CTG-0842,Oxaliplatin,67,Pancreatic
1465,CTG-0848,Carboplatin,65,NSCLC
1466,CTG-0848,Carboplatin,80,NSCLC
1467,CTG-0848,Paclitaxel,65,NSCLC
1468,CTG-0848,Paclitaxel,80,NSCLC
1469,CTG-0849,5-Fluorouracil,9,Pancreatic
1470,CTG-0849,5-Fluorouracil,127,Pancreatic
1471,CTG-0849,Cabazitaxel,168,Pancreatic
1472,CTG-0849,Disulfiram,53,Pancreatic
1473,CTG-0849,Gemcitabine,75,Pancreatic
1474,CTG-0849,Gemcitabine,79,Pancreatic
1475,CTG-0849,Gemcitabine,89,Pancreatic
1476,CTG-0849,Gemcitabine,116,Pancreatic
1477,CTG-0849,Nab-paclitaxel,116,Pancreatic
1478,CTG-0849,Irinotecan,115,Pancreatic
1479,CTG-0849,Oxaliplatin,150,Pancreatic
1480,CTG-0849,Paclitaxel,122,Pancreatic
1481,CTG-0849,Romidepsin,83,Pancreatic
1482,CTG-0851,5-Fluorouracil,64,Pancreatic
1483,CTG-0851,Irinotecan,64,Pancreatic
1484,CTG-0851,Oxaliplatin,64,Pancreatic
1485,CTG-0851,Cisplatin,91,Pancreatic
1486,CTG-0851,Irinotecan,91,Pancreatic
1487,CTG-0851,Erlotinib,56,Pancreatic
1488,CTG-0851,Gemcitabine,59,Pancreatic
1489,CTG-0851,Gemcitabine,65,Pancreatic
1490,CTG-0851,Gemcitabine,68,Pancreatic
1491,CTG-0851,Gemcitabine,70,Pancreatic
1492,CTG-0851,Gemcitabine,83,Pancreatic
1493,CTG-0851,Gemcitabine,100,Pancreatic
1494,CTG-0851,Nab-paclitaxel,83,Pancreatic
1495,CTG-0851,Nab-paclitaxel,100,Pancreatic
1496,CTG-0851,Mitomycin C,84,Pancreatic
1497,CTG-0851,Paclitaxel,63,Pancreatic
1498,CTG-0851,Paclitaxel,64,Pancreatic
1499,CTG-0851,Paclitaxel,101,Pancreatic
1500,CTG-0851,Metformin,52,Pancreatic
1501,CTG-0851,Temsirolimus,52,Pancreatic
1502,CTG-0852,Alectinib,225,NSCLC
1503,CTG-0852,Carboplatin,53,NSCLC
1504,CTG-0852,Carboplatin,120,NSCLC
1505,CTG-0852,Paclitaxel,53,NSCLC
1506,CTG-0852,Paclitaxel,120,NSCLC
1507,CTG-0852,Crizotinib,70,NSCLC
1508,CTG-0852,Crizotinib,163,NSCLC
1509,CTG-0852,Crizotinib,224,NSCLC
1510,CTG-0855,Etoposide,179,Sarcoma
1511,CTG-0855,Ifosfamide,179,Sarcoma
1512,CTG-0855,Irinotecan,166,Sarcoma
1513,CTG-0855,Temozolomide,166,Sarcoma
1514,CTG-0855,Vorinostat,53,Sarcoma
1515,CTG-0860,Carboplatin,67,NSCLC
1516,CTG-0860,Carboplatin,72,NSCLC
1517,CTG-0860,Paclitaxel,67,NSCLC
1518,CTG-0860,Paclitaxel,72,NSCLC
1519,CTG-0860,Cisplatin,76,NSCLC
1520,CTG-0860,Cisplatin,88,NSCLC
1521,CTG-0860,Gemcitabine,76,NSCLC
1522,CTG-0860,Gemcitabine,88,NSCLC
1523,CTG-0860,Erlotinib,7,NSCLC
1524,CTG-0860,Erlotinib,38,NSCLC
1525,CTG-0860,Erlotinib,81,NSCLC
1526,CTG-0860,Everolimus,62,NSCLC
1527,CTG-0860,Osimertinib,1,NSCLC
1528,CTG-0860,Paclitaxel,85,NSCLC
1529,CTG-0860,Pembrolizumab,60,NSCLC
1530,CTG-0860,Pembrolizumab,62,NSCLC
1531,CTG-0860,Pembrolizumab,62,NSCLC
1532,CTG-0860,Trametinib,-40,NSCLC
1533,CTG-0864,5-Fluorouracil,69,Colorectal
1534,CTG-0864,5-Fluorouracil,90,Colorectal
1535,CTG-0864,5-Fluorouracil,121,Colorectal
1536,CTG-0864,Bevacizumab,69,Colorectal
1537,CTG-0864,Bevacizumab,90,Colorectal
1538,CTG-0864,Bevacizumab,121,Colorectal
1539,CTG-0864,Oxaliplatin,69,Colorectal
1540,CTG-0864,Oxaliplatin,90,Colorectal
1541,CTG-0864,Oxaliplatin,121,Colorectal
1542,CTG-0864,Cetuximab,21,Colorectal
1543,CTG-0864,Erlotinib,85,Colorectal
1544,CTG-0864,Imatinib,-3,Colorectal
1545,CTG-0864,Imatinib,12,Colorectal
1546,CTG-0864,Irinotecan,138,Colorectal
1547,CTG-0864,Panitumumab,138,Colorectal
1548,CTG-0864,Methotrexate,46,Colorectal
1549,CTG-0864,Panitumumab,19,Colorectal
1550,CTG-0864,Panitumumab,124,Colorectal
1551,CTG-0864,Regorafenib,120,Colorectal
1552,CTG-0864,Sorafenib,108,Colorectal
1553,CTG-0864,Temsirolimus,119,Colorectal
1554,CTG-0864,Bevacizumab,75,Colorectal
1555,CTG-0864,Temsirolimus,75,Colorectal
1556,CTG-0866,Doxorubicin,4,Sarcoma
1557,CTG-0866,Doxorubicin,4,Sarcoma
1558,CTG-0866,Eribulin,-25,Sarcoma
1559,CTG-0866,Docetaxel,42,Sarcoma
1560,CTG-0866,Gemcitabine,42,Sarcoma
1561,CTG-0866,Pioglitazone,24,Sarcoma
1562,CTG-0868,5-Fluorouracil,55,Ovarian
1563,CTG-0868,Bevacizumab,55,Ovarian
1564,CTG-0868,Carboplatin,55,Ovarian
1565,CTG-0868,Cyclophosphamide,55,Ovarian
1566,CTG-0868,Gemcitabine,55,Ovarian
1567,CTG-0868,Irinotecan,55,Ovarian
1568,CTG-0868,Carboplatin,-23,Ovarian
1569,CTG-0868,Carboplatin,102,Ovarian
1570,CTG-0868,Decitabine,102,Ovarian
1571,CTG-0868,Carboplatin,39,Ovarian
1572,CTG-0868,Carboplatin,79,Ovarian
1573,CTG-0868,Carboplatin,121,Ovarian
1574,CTG-0868,Paclitaxel,39,Ovarian
1575,CTG-0868,Paclitaxel,79,Ovarian
1576,CTG-0868,Paclitaxel,121,Ovarian
1577,CTG-0868,Doxorubicin,-82,Ovarian
1578,CTG-0868,Exemestane,43,Ovarian
1579,CTG-0868,Liposomal doxorubicin,40,Ovarian
1580,CTG-0868,Nab-Paclitaxel,129,Ovarian
1581,CTG-0868,Olaparib,-18,Ovarian
1582,CTG-0868,Tamoxifen,27,Ovarian
1583,CTG-0868,Temsirolimus,74,Ovarian
1584,CTG-0868,Topotecan,80,Ovarian
1585,CTG-0869,Carboplatin,41,Breast
1586,CTG-0869,Gemcitabine,41,Breast
1587,CTG-0869,Carboplatin,35,Breast
1588,CTG-0869,Paclitaxel,35,Breast
1589,CTG-0869,Docetaxel,33,Breast
1590,CTG-0869,Docetaxel,84,Breast
1591,CTG-0869,Everolimus,36,Breast
1592,CTG-0869,Docetaxel,121,Breast
1593,CTG-0869,Everolimus,121,Breast
1594,CTG-0869,Gemcitabine,19,Breast
1595,CTG-0869,Mitomycin C,66,Breast
1596,CTG-0869,Olaparib,6,Breast
1597,CTG-0871,Cetuximab,90,Head and neck
1598,CTG-0871,Cetuximab,102,Head and neck
1599,CTG-0871,Cisplatin,-51,Head and neck
1600,CTG-0871,Cisplatin,13,Head and neck
1601,CTG-0871,Cetuximab,103,Head and neck
1602,CTG-0871,Cetuximab,107,Head and neck
1603,CTG-0871,Cisplatin,103,Head and neck
1604,CTG-0871,Cisplatin,107,Head and neck
1605,CTG-0881,5-Fluorouracil,74,Pancreatic
1606,CTG-0881,5-Fluorouracil,104,Pancreatic
1607,CTG-0881,Irinotecan,74,Pancreatic
1608,CTG-0881,Irinotecan,104,Pancreatic
1609,CTG-0881,Capecitabine,61,Pancreatic
1610,CTG-0881,Oxaliplatin,61,Pancreatic
1611,CTG-0881,Gemcitabine,83,Pancreatic
1612,CTG-0881,Gemcitabine,105,Pancreatic
1613,CTG-0881,Nab-paclitaxel,83,Pancreatic
1614,CTG-0881,Nab-paclitaxel,105,Pancreatic
1615,CTG-0881,Mitomycin C,100,Pancreatic
1616,CTG-0881,Mitomycin C,159,Pancreatic
1617,CTG-0881,Temsirolimus,45,Pancreatic
1618,CTG-0881,Temsirolimus,101,Pancreatic
1619,CTG-0886,Etoposide,222,Sarcoma
1620,CTG-0886,Ifosfamide,222,Sarcoma
1621,CTG-0886,Irinotecan,211,Sarcoma
1622,CTG-0886,Temozolomide,211,Sarcoma
1623,CTG-0886,Trametinib,30,Sarcoma
1624,CTG-0886,Vorinostat,133,Sarcoma
1625,CTG-0887,Cetuximab,111,Colorectal
1626,CTG-0888,Bevacizumab,102,Breast
1627,CTG-0888,Bevacizumab,95,Breast
1628,CTG-0888,Capecitabine,95,Breast
1629,CTG-0888,Capecitabine,50,Breast
1630,CTG-0888,Capecitabine,74,Breast
1631,CTG-0888,Vinorelbine,50,Breast
1632,CTG-0888,Vinorelbine,74,Breast
1633,CTG-0888,Carboplatin,115,Breast
1634,CTG-0888,Gemcitabine,115,Breast
1635,CTG-0888,Carboplatin,-29,Breast
1636,CTG-0888,Paclitaxel,-29,Breast
1637,CTG-0888,Cisplatin,104,Breast
1638,CTG-0888,Cisplatin,103,Breast
1639,CTG-0888,Cisplatin,106,Breast
1640,CTG-0888,Cyclophosphamide,103,Breast
1641,CTG-0888,Cyclophosphamide,106,Breast
1642,CTG-0888,Eribulin,120,Breast
1643,CTG-0888,Ixabepilone,-13,Breast
1644,CTG-0888,Bevacizumab,90,Breast
1645,CTG-0888,Nab-paclitaxel,90,Breast
1646,CTG-0888,Olaparib,61,Breast
1647,CTG-0888,Olaparib,82,Breast
1648,CTG-0888,Paclitaxel,52,Breast
1649,CTG-0891,Cetuximab,86,Head and neck
1650,CTG-0891,Cetuximab,92,Head and neck
1651,CTG-0891,Cetuximab,98,Head and neck
1652,CTG-0891,Cisplatin,69,Head and neck
1653,CTG-0891,Cetuximab,85,Head and neck
1654,CTG-0891,Cisplatin,85,Head and neck
1655,CTG-0896,5-Fluorouracil,108,Esophageal
1656,CTG-0896,Cisplatin,108,Esophageal
1657,CTG-0896,Etoposide,108,Esophageal
1658,CTG-0896,Cetuximab,132,Esophageal
